التاريخ,الفرع,الرصيد (بالدرهم)
2024-12-31,طنجة - وسط المدينة,12754641.33
2024-12-31,فاس - النرجس,10474593.4
2025-01-01,الدار البيضاء - المركز الرئيسي,4975147.55
2025-01-01,الرباط - أكدال,11885489.7
2025-01-01,مراكش - جليز,8150539.28
2025-01-01,طنجة - وسط المدينة,6755231.95
2025-01-01,فاس - النرجس,6188919.16
2025-01-02,الدار البيضاء - المركز الرئيسي,9259349.15
2025-01-02,الرباط - أكدال,4204840.74
2025-01-02,مراكش - جليز,5887524.4
2025-01-02,طنجة - وسط المدينة,4157224.29
2025-01-02,فاس - النرجس,11186649.97
2025-01-03,الدار البيضاء - المركز الرئيسي,7146993.37
2025-01-03,الرباط - أكدال,8685970.7
2025-01-03,مراكش - جليز,4497708.42
2025-01-03,طنجة - وسط المدينة,4775665.05
2025-01-03,فاس - النرجس,4768007.95
2025-01-04,الدار البيضاء - المركز الرئيسي,8232843.49
2025-01-04,الرباط - أكدال,7246141.57
2025-01-04,مراكش - جليز,12765289.52
2025-01-04,طنجة - وسط المدينة,12196372.49
2025-01-04,فاس - النرجس,12515951.69
2025-01-05,الدار البيضاء - المركز الرئيسي,8024908.63
2025-01-05,الرباط - أكدال,8713875.37
2025-01-05,مراكش - جليز,8438994.42
2025-01-05,طنجة - وسط المدينة,11014162.23
2025-01-05,فاس - النرجس,8791706.11
2025-01-06,الدار البيضاء - المركز الرئيسي,6834067.16
2025-01-06,الرباط - أكدال,12077579.12
2025-01-06,مراكش - جليز,6533176.0
2025-01-06,طنجة - وسط المدينة,5988904.23
2025-01-06,فاس - النرجس,8974961.81
2025-01-07,الدار البيضاء - المركز الرئيسي,9491080.91
2025-01-07,الرباط - أكدال,4971987.31
2025-01-07,مراكش - جليز,10397920.69
2025-01-07,طنجة - وسط المدينة,4465563.51
2025-01-07,فاس - النرجس,8568139.93
2025-01-08,الدار البيضاء - المركز الرئيسي,10161096.67
2025-01-08,الرباط - أكدال,7950951.03
2025-01-08,مراكش - جليز,9281743.5
2025-01-08,طنجة - وسط المدينة,9268286.63
2025-01-08,فاس - النرجس,8498239.14
2025-01-09,الدار البيضاء - المركز الرئيسي,12442100.52
2025-01-09,الرباط - أكدال,8147460.99
2025-01-09,مراكش - جليز,11735378.95
2025-01-09,طنجة - وسط المدينة,10264129.81
2025-01-09,فاس - النرجس,9652210.71
2025-01-10,الدار البيضاء - المركز الرئيسي,9461864.3
2025-01-10,الرباط - أكدال,8289838.19
2025-01-10,مراكش - جليز,10339014.76
2025-01-10,طنجة - وسط المدينة,4797195.6
2025-01-10,فاس - النرجس,4941017.41
2025-01-11,الدار البيضاء - المركز الرئيسي,5368738.57
2025-01-11,الرباط - أكدال,6024974.29
2025-01-11,مراكش - جليز,7029351.55
2025-01-11,طنجة - وسط المدينة,8683834.43
2025-01-11,فاس - النرجس,8971613.82
2025-01-12,الدار البيضاء - المركز الرئيسي,5316495.84
2025-01-12,الرباط - أكدال,5443700.24
2025-01-12,مراكش - جليز,9493242.64
2025-01-12,طنجة - وسط المدينة,6359866.09
2025-01-12,فاس - النرجس,9300419.04
2025-01-13,الدار البيضاء - المركز الرئيسي,8982543.07
2025-01-13,الرباط - أكدال,6737778.85
2025-01-13,مراكش - جليز,10996551.0
2025-01-13,طنجة - وسط المدينة,4866203.73
2025-01-13,فاس - النرجس,10964762.74
2025-01-14,الدار البيضاء - المركز الرئيسي,9609197.53
2025-01-14,الرباط - أكدال,4292628.27
2025-01-14,مراكش - جليز,7416007.35
2025-01-14,طنجة - وسط المدينة,9539225.96
2025-01-14,فاس - النرجس,10065474.45
2025-01-15,الدار البيضاء - المركز الرئيسي,7518197.89
2025-01-15,الرباط - أكدال,8616052.13
2025-01-15,مراكش - جليز,7140490.04
2025-01-15,طنجة - وسط المدينة,6039538.65
2025-01-15,فاس - النرجس,6528768.26
2025-01-16,الدار البيضاء - المركز الرئيسي,10646050.8
2025-01-16,الرباط - أكدال,9267393.41
2025-01-16,مراكش - جليز,4139950.04
2025-01-16,طنجة - وسط المدينة,8624261.42
2025-01-16,فاس - النرجس,11666345.81
2025-01-17,الدار البيضاء - المركز الرئيسي,11640393.06
2025-01-17,الرباط - أكدال,7142022.94
2025-01-17,مراكش - جليز,9635432.83
2025-01-17,طنجة - وسط المدينة,5605019.37
2025-01-17,فاس - النرجس,5711532.42
2025-01-18,الدار البيضاء - المركز الرئيسي,11877551.8
2025-01-18,الرباط - أكدال,12240183.29
2025-01-18,مراكش - جليز,4903664.05
2025-01-18,طنجة - وسط المدينة,10428982.58
2025-01-18,فاس - النرجس,12306880.64
2025-01-19,الدار البيضاء - المركز الرئيسي,5261232.52
2025-01-19,الرباط - أكدال,11291153.02
2025-01-19,مراكش - جليز,12644105.65
2025-01-19,طنجة - وسط المدينة,8676657.23
2025-01-19,فاس - النرجس,11993357.43
2025-01-20,الدار البيضاء - المركز الرئيسي,8050208.81
2025-01-20,الرباط - أكدال,5190842.55
2025-01-20,مراكش - جليز,10055895.33
2025-01-20,طنجة - وسط المدينة,12232822.13
2025-01-20,فاس - النرجس,6382577.76
2025-01-21,الدار البيضاء - المركز الرئيسي,7484703.96
2025-01-21,الرباط - أكدال,9741129.28
2025-01-21,مراكش - جليز,5398559.47
2025-01-21,طنجة - وسط المدينة,6611647.13
2025-01-21,فاس - النرجس,7958025.59
2025-01-22,الدار البيضاء - المركز الرئيسي,12669709.74
2025-01-22,الرباط - أكدال,9718169.29
2025-01-22,مراكش - جليز,5039452.04
2025-01-22,طنجة - وسط المدينة,12377655.18
2025-01-22,فاس - النرجس,12124200.27
2025-01-23,الدار البيضاء - المركز الرئيسي,6642007.89
2025-01-23,الرباط - أكدال,8512622.15
2025-01-23,مراكش - جليز,6042583.74
2025-01-23,طنجة - وسط المدينة,6485729.21
2025-01-23,فاس - النرجس,11272913.15
2025-01-24,الدار البيضاء - المركز الرئيسي,9657491.66
2025-01-24,الرباط - أكدال,5899497.94
2025-01-24,مراكش - جليز,4549857.65
2025-01-24,طنجة - وسط المدينة,6926159.9
2025-01-24,فاس - النرجس,12400482.62
2025-01-25,الدار البيضاء - المركز الرئيسي,7584771.83
2025-01-25,الرباط - أكدال,12680515.16
2025-01-25,مراكش - جليز,12820926.91
2025-01-25,طنجة - وسط المدينة,7188874.77
2025-01-25,فاس - النرجس,11314364.48
2025-01-26,الدار البيضاء - المركز الرئيسي,10507338.73
2025-01-26,الرباط - أكدال,5438533.11
2025-01-26,مراكش - جليز,4920554.86
2025-01-26,طنجة - وسط المدينة,5774947.94
2025-01-26,فاس - النرجس,7692368.72
2025-01-27,الدار البيضاء - المركز الرئيسي,8351914.02
2025-01-27,الرباط - أكدال,9942029.79
2025-01-27,مراكش - جليز,10993417.87
2025-01-27,طنجة - وسط المدينة,8425134.47
2025-01-27,فاس - النرجس,12265755.1
2025-01-28,الدار البيضاء - المركز الرئيسي,7409050.93
2025-01-28,الرباط - أكدال,4462687.22
2025-01-28,مراكش - جليز,11696738.45
2025-01-28,طنجة - وسط المدينة,11299627.66
2025-01-28,فاس - النرجس,9275370.09
2025-01-29,الدار البيضاء - المركز الرئيسي,12824458.01
2025-01-29,الرباط - أكدال,10719478.24
2025-01-29,مراكش - جليز,6634703.0
2025-01-29,طنجة - وسط المدينة,10279122.35
2025-01-29,فاس - النرجس,9804092.45
2025-01-30,الدار البيضاء - المركز الرئيسي,6225695.85
2025-01-30,الرباط - أكدال,6356871.62
2025-01-30,مراكش - جليز,9036863.28
2025-01-30,طنجة - وسط المدينة,7562801.96
2025-01-30,فاس - النرجس,6702182.69
2025-01-31,الدار البيضاء - المركز الرئيسي,12665186.16
2025-01-31,الرباط - أكدال,6883139.1
2025-01-31,مراكش - جليز,5500187.97
2025-01-31,طنجة - وسط المدينة,6723788.21
2025-01-31,فاس - النرجس,9874265.38
2025-02-01,الدار البيضاء - المركز الرئيسي,5893676.21
2025-02-01,الرباط - أكدال,9479430.75
2025-02-01,مراكش - جليز,7893162.91
2025-02-01,طنجة - وسط المدينة,5805760.53
2025-02-01,فاس - النرجس,12775827.99
2025-02-02,الدار البيضاء - المركز الرئيسي,11679351.37
2025-02-02,الرباط - أكدال,4339600.59
2025-02-02,مراكش - جليز,7380780.56
2025-02-02,طنجة - وسط المدينة,5490919.51
2025-02-02,فاس - النرجس,7481721.01
2025-02-03,الدار البيضاء - المركز الرئيسي,6708369.75
2025-02-03,الرباط - أكدال,11479325.54
2025-02-03,مراكش - جليز,6870497.87
2025-02-03,طنجة - وسط المدينة,10694597.4
2025-02-03,فاس - النرجس,10321164.57
2025-02-04,الدار البيضاء - المركز الرئيسي,9093411.49
2025-02-04,الرباط - أكدال,7661895.12
2025-02-04,مراكش - جليز,4493968.3
2025-02-04,طنجة - وسط المدينة,4786416.22
2025-02-04,فاس - النرجس,5529532.66
2025-02-05,الدار البيضاء - المركز الرئيسي,8872823.73
2025-02-05,الرباط - أكدال,7011318.41
2025-02-05,مراكش - جليز,11631778.48
2025-02-05,طنجة - وسط المدينة,5837349.71
2025-02-05,فاس - النرجس,8473054.15
2025-02-06,الدار البيضاء - المركز الرئيسي,5398445.53
2025-02-06,الرباط - أكدال,6621314.67
2025-02-06,مراكش - جليز,7676677.4
2025-02-06,طنجة - وسط المدينة,10853560.88
2025-02-06,فاس - النرجس,12747304.32
2025-02-07,الدار البيضاء - المركز الرئيسي,9162250.28
2025-02-07,الرباط - أكدال,10502262.98
2025-02-07,مراكش - جليز,4039553.08
2025-02-07,طنجة - وسط المدينة,9852488.14
2025-02-07,فاس - النرجس,10890269.72
2025-02-08,الدار البيضاء - المركز الرئيسي,6699838.4
2025-02-08,الرباط - أكدال,9244244.19
2025-02-08,مراكش - جليز,4827522.3
2025-02-08,طنجة - وسط المدينة,5197453.92
2025-02-08,فاس - النرجس,8241501.01
2025-02-09,الدار البيضاء - المركز الرئيسي,8768473.74
2025-02-09,الرباط - أكدال,4027211.72
2025-02-09,مراكش - جليز,10174465.6
2025-02-09,طنجة - وسط المدينة,6462211.3
2025-02-09,فاس - النرجس,12186946.7
2025-02-10,الدار البيضاء - المركز الرئيسي,8404173.06
2025-02-10,الرباط - أكدال,9958450.28
2025-02-10,مراكش - جليز,10043713.05
2025-02-10,طنجة - وسط المدينة,4292746.89
2025-02-10,فاس - النرجس,11402774.58
2025-02-11,الدار البيضاء - المركز الرئيسي,12543976.35
2025-02-11,الرباط - أكدال,6923491.86
2025-02-11,مراكش - جليز,12623538.08
2025-02-11,طنجة - وسط المدينة,10921497.46
2025-02-11,فاس - النرجس,6349280.94
2025-02-12,الدار البيضاء - المركز الرئيسي,5989960.74
2025-02-12,الرباط - أكدال,12454716.09
2025-02-12,مراكش - جليز,11031243.59
2025-02-12,طنجة - وسط المدينة,7063355.48
2025-02-12,فاس - النرجس,11343912.84
2025-02-13,الدار البيضاء - المركز الرئيسي,12237412.74
2025-02-13,الرباط - أكدال,8430146.47
2025-02-13,مراكش - جليز,4772286.53
2025-02-13,طنجة - وسط المدينة,7669649.93
2025-02-13,فاس - النرجس,10219975.7
2025-02-14,الدار البيضاء - المركز الرئيسي,6190125.61
2025-02-14,الرباط - أكدال,6263886.53
2025-02-14,مراكش - جليز,11830737.93
2025-02-14,طنجة - وسط المدينة,4171153.88
2025-02-14,فاس - النرجس,11043288.52
2025-02-15,الدار البيضاء - المركز الرئيسي,4579220.35
2025-02-15,الرباط - أكدال,10651308.14
2025-02-15,مراكش - جليز,5768910.68
2025-02-15,طنجة - وسط المدينة,5196960.55
2025-02-15,فاس - النرجس,7117458.03
2025-02-16,الدار البيضاء - المركز الرئيسي,11297503.84
2025-02-16,الرباط - أكدال,6338992.8
2025-02-16,مراكش - جليز,10075135.37
2025-02-16,طنجة - وسط المدينة,7710211.64
2025-02-16,فاس - النرجس,8902453.1
2025-02-17,الدار البيضاء - المركز الرئيسي,11745784.4
2025-02-17,الرباط - أكدال,9509561.22
2025-02-17,مراكش - جليز,12002942.97
2025-02-17,طنجة - وسط المدينة,8986861.04
2025-02-17,فاس - النرجس,9399269.55
2025-02-18,الدار البيضاء - المركز الرئيسي,10966601.62
2025-02-18,الرباط - أكدال,11619069.9
2025-02-18,مراكش - جليز,12646400.43
2025-02-18,طنجة - وسط المدينة,9563890.99
2025-02-18,فاس - النرجس,6568781.26
2025-02-19,الدار البيضاء - المركز الرئيسي,7441075.63
2025-02-19,الرباط - أكدال,10621410.86
2025-02-19,مراكش - جليز,10451493.23
2025-02-19,طنجة - وسط المدينة,7783765.12
2025-02-19,فاس - النرجس,12897344.86
2025-02-20,الدار البيضاء - المركز الرئيسي,11377639.37
2025-02-20,الرباط - أكدال,10343512.91
2025-02-20,مراكش - جليز,12416641.07
2025-02-20,طنجة - وسط المدينة,9449467.79
2025-02-20,فاس - النرجس,8328226.79
2025-02-21,الدار البيضاء - المركز الرئيسي,10816691.93
2025-02-21,الرباط - أكدال,6471692.77
2025-02-21,مراكش - جليز,9848070.12
2025-02-21,طنجة - وسط المدينة,4997444.11
2025-02-21,فاس - النرجس,6615546.16
2025-02-22,الدار البيضاء - المركز الرئيسي,7154888.79
2025-02-22,الرباط - أكدال,12468434.45
2025-02-22,مراكش - جليز,9049155.06
2025-02-22,طنجة - وسط المدينة,7831655.95
2025-02-22,فاس - النرجس,12168766.33
2025-02-23,الدار البيضاء - المركز الرئيسي,9224078.61
2025-02-23,الرباط - أكدال,6957868.77
2025-02-23,مراكش - جليز,4530330.0
2025-02-23,طنجة - وسط المدينة,5642493.22
2025-02-23,فاس - النرجس,11011910.18
2025-02-24,الدار البيضاء - المركز الرئيسي,5209682.23
2025-02-24,الرباط - أكدال,12165613.82
